vehicle_id,Body_Type,Global_Sales_Sub-Segment,Brand,Nameplate,Driven_Wheels,Transmission,Turbo,Fuel_Type,PropSysDesign,Plugin,Registration_Type,Generation_Year,Length,Height,Width,Engine_KW,No_of_Gears,Curb_Weight,CO2,Fuel_cons_combined,date,country_name,year
47662,suv,suv,chevrolet,equinox,front,automatic,turbo,gas,ice,no,Passenger Cars,2017.0,4651.0,1661.0,1844.0,188.0,6.0,1564.0,214.38,10.644296296296297,2017-05-01,USA,2017
47663,hatchback,car,opel,astra,front,manual,turbo,diesel,ice,no,Passenger Cars,2015.0,4370.0,1485.0,1809.0,118.0,6.0,1406.0,106.0,4.0,2017-06-01,Germany,2017
47664,suv,suv,jaguar,f-pace,awd,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4731.0,1652.0,1936.0,184.0,8.0,1760.0,170.0,7.4,2017-06-01,USA,2017
47665,van,van,nissan,nv400,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,5548.0,2482.0,2070.0,125.0,6.0,1885.0,183.2489559154296,7.009546097968086,2017-06-01,Germany,2017
47666,wagon,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4567.0,1481.0,1799.0,110.0,7.0,1384.0,112.0,4.9,2017-06-01,Germany,2017
47667,van,van,volkswagen,crafter,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,7004.0,2321.0,2098.0,130.0,8.0,2206.0,183.56232176391939,7.591052491140298,2017-06-01,Germany,2017
47668,van,van,peugeot,expert,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,4959.0,1881.0,1920.0,130.0,6.0,1835.0,163.0,6.2,2017-06-01,Germany,2017
47669,sedan,car,buick,regal,front,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,4902.0,1456.0,1863.0,120.0,9.0,1583.0234441230814,196.86083333333332,8.790625,2017-06-01,China,2017
47670,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,81.0,7.0,1236.0,107.0,4.7,2017-06-01,Germany,2017
47671,van,van,volkswagen,crafter,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,6836.0,2590.0,2040.0,130.0,8.0,2202.0,182.79565509725282,7.5114343544744315,2017-06-01,Germany,2017
47672,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,81.0,7.0,1236.0,107.0,4.7,2017-06-01,Germany,2017
47673,suv,suv,maserati,levante,awd,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5003.0,1679.0,1968.0,202.0,8.0,2205.0,189.0,7.2,2017-06-01,Germany,2017
47674,hatchback,car,opel,corsa,front,automatic,non turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1481.0,1746.0,66.0,6.0,1199.0,137.0,5.9,2017-06-01,Germany,2017
47675,hatchback,car,volkswagen,golf,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,63.0,5.0,1206.0,108.0,4.8,2017-06-01,Germany,2017
47676,van,van,volkswagen,caddy,front,automatic,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,75.0,6.0,1646.0,131.0,5.0,2017-06-01,Germany,2017
47677,hatchback,pup,ford,fiesta,front,automatic,turbo,gas,ice,no,Passenger Cars,2017.0,4040.0,1476.0,1735.0,74.0,6.0,1184.0,118.0,5.2,2017-06-01,Germany,2017
47678,van,van,volkswagen,caddy,front,manual,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,110.0,6.0,1637.0,132.0,5.0,2017-06-01,Germany,2017
47679,sedan,car,fiat,viaggio,front,automatic,non turbo,gas,ice,no,Passenger Cars,2012.0,4679.0,1461.0,1850.0,110.0,7.0,1363.1814382437249,151.5324074074074,6.491741545893719,2017-06-01,China,2017
47680,van,van,nissan,cabstar/nt400,rear,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2006.0,5848.0,2135.0,2250.0,96.0,6.0,2201.0,205.0009054481433,9.380780303030301,2017-06-01,Germany,2017
47681,hatchback,car,citroen,c5,front,automatic,turbo,gas,ice,no,Passenger Cars,2010.0,4825.0,1480.0,1860.0,150.0,6.0,1552.2770586867043,153.10095848595853,7.071714285714287,2017-06-01,China,2017
47682,hatchback,car,volkswagen,golf,front,manual,turbo,gas,ice,no,Light Commercial Vehicles,2012.0,4258.0,1492.0,1799.0,110.0,6.0,1258.0,119.0,5.2,2017-06-01,Germany,2017
47683,hatchback,car,opel,corsa,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1481.0,1746.0,66.0,6.0,1199.0,105.0,4.6,2017-06-01,Germany,2017
47684,hatchback,car,volkswagen,golf,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,92.0,6.0,1246.0,120.0,5.2,2017-06-01,Germany,2017
47685,hatchback,car,opel,corsa,front,manual,non turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1481.0,1746.0,66.0,5.0,1163.0,114.0,4.9,2017-06-01,Germany,2017
47686,hatchback,car,opel,corsa,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1479.0,1736.0,85.0,6.0,1163.0,111.0,4.8,2017-06-01,Germany,2017
47687,hatchback,car,skoda,fabia,front,automatic,turbo,gas,ice,no,Passenger Cars,2014.0,3992.0,1452.0,1732.0,81.0,7.0,1164.0,104.0,4.5,2017-06-01,Germany,2017
47688,van,van,volkswagen,caddy,front,manual,turbo,gas,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,92.0,6.0,1537.0,134.0,5.9,2017-06-01,Germany,2017
47689,hatchback,car,skoda,fabia,front,automatic,turbo,gas,ice,no,Passenger Cars,2014.0,4028.0,1472.0,1732.0,81.0,7.0,1164.0,104.0,4.5,2017-06-01,Germany,2017
47690,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,7128.0,2740.0,2010.0,150.0,8.0,2561.0,192.68951096795917,8.122323405293848,2017-06-01,Germany,2017
47691,hatchback,car,opel,corsa,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1479.0,1736.0,66.0,6.0,1163.0,102.0,4.4,2017-06-01,Germany,2017
47692,van,van,volkswagen,caddy,front,manual,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1860.0,1793.0,75.0,5.0,1451.0,114.0,4.4,2017-06-01,Germany,2017
47693,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5558.0,2460.0,2010.0,150.0,8.0,2428.0,192.64251643244012,8.071212294182736,2017-06-01,Germany,2017
47694,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5510.0,2260.0,2130.0,150.0,8.0,2191.0,196.4476306260789,8.080138975966562,2017-06-01,Germany,2017
47695,suv,suv,bmw,x1,awd,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,4439.0,1598.0,1821.0,140.0,6.0,1615.0,127.0,4.8,2017-06-01,Germany,2017
47696,wagon,car,kia,optima,front,automatic,non turbo,gas,hybrid-full,yes,Passenger Cars,2015.0,4855.0,1470.0,1860.0,115.0,6.0,1815.0,33.0,4.992878446374413,2017-06-01,Germany,2017
47697,wagon,car,volkswagen,golf,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4567.0,1481.0,1799.0,85.0,7.0,1395.0,103.0,4.0,2017-06-01,Germany,2017
47698,suv,suv,mercedes-benz,gle,awd,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4819.0,1796.0,1935.0,287.0,9.0,2180.0,205.0,8.9,2017-06-01,Germany,2017
47699,van,van,volkswagen,caddy,awd,manual,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1851.0,1793.0,90.0,6.0,1728.0,152.0,5.8,2017-06-01,Germany,2017
47700,hatchback,pup,ford,fiesta,front,manual,turbo,diesel,ice,no,Passenger Cars,2017.0,4040.0,1476.0,1735.0,63.0,6.0,1163.0,89.0,3.5,2017-06-01,Germany,2017
47701,hatchback,car,volkswagen,golf,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,110.0,7.0,1391.0,114.0,4.4,2017-06-01,Germany,2017
47702,van,van,volkswagen,caddy,front,manual,turbo,gas,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,75.0,5.0,1342.0,128.0,5.6,2017-06-01,Germany,2017
47703,hatchback,car,volkswagen,golf,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,92.0,6.0,1246.0,120.0,5.2,2017-06-01,Germany,2017
47704,suv,suv,dacia,duster,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,4315.0,1695.0,1822.0,80.0,6.0,1280.0,115.0,4.4,2017-06-01,Germany,2017
47705,van,van,volkswagen,caddy,front,automatic,turbo,gas,ice,no,Light Commercial Vehicles,2003.0,4408.0,1860.0,1793.0,92.0,7.0,1333.0,128.0,5.6,2017-06-01,Germany,2017
47706,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,92.0,7.0,1270.0,116.0,5.0,2017-06-01,Germany,2017
47707,hatchback,pup,ford,fiesta,front,manual,turbo,diesel,ice,no,Passenger Cars,2017.0,4040.0,1476.0,1735.0,63.0,6.0,1163.0,93.0,3.6,2017-06-01,Germany,2017
47708,hatchback,car,citroen,c5,front,automatic,turbo,gas,ice,no,Passenger Cars,2010.0,4825.0,1480.0,1860.0,123.0,6.0,1522.9025583235962,144.6051587301587,6.413915957605612,2017-06-01,China,2017
47709,sedan,car,buick,regal,front,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,4902.0,1456.0,1863.0,187.0,9.0,1609.2241662921815,199.7625,8.879685987605741,2017-06-01,China,2017
47710,suv,suv,alfa romeo,stelvio,awd,automatic,turbo,gas,ice,no,Passenger Cars,2016.0,4687.0,1671.0,1903.0,147.0,8.0,1735.0,161.0,7.0,2017-06-01,Germany,2017
47711,van,van,fiat,doblo,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,4390.0,2115.0,1832.0,88.0,6.0,1634.0,137.0,5.2,2017-06-01,Germany,2017
47712,sedan,car,buick,regal,front,automatic,turbo,gas,ice,no,Passenger Cars,2008.0,4902.0,1461.0,1863.0,187.0,9.0,1610.573055181071,199.7625,8.955519320939079,2017-06-01,China,2017
47713,hatchback,car,volkswagen,golf,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,63.0,5.0,1206.0,108.0,4.8,2017-06-01,Germany,2017
47714,van,van,volkswagen,transporter,front,manual,turbo,gas,ice,no,Light Commercial Vehicles,2015.0,4904.0,2177.0,1904.0,110.0,6.0,1843.0,206.0,9.0,2017-06-01,Germany,2017
47715,wagon,car,hyundai,i30,front,automatic,turbo,diesel,ice,no,Passenger Cars,2016.0,4585.0,1465.0,1795.0,100.0,7.0,1415.0,108.0,4.2,2017-06-01,Germany,2017
47716,suv,suv,mazda,cx-5,awd,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2017.0,4555.0,1680.0,1840.0,118.0,6.0,1495.0,159.0,6.8,2017-06-01,Germany,2017
47717,mpv,mpv,opel,zafira,front,automatic,turbo,gas,ice,no,Light Commercial Vehicles,2011.0,4666.0,1660.0,1884.0,125.0,6.0,1701.0,182.0,7.9,2017-06-01,Germany,2017
47718,hatchback,car,volkswagen,golf,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,110.0,7.0,1391.0,114.0,4.4,2017-06-01,Germany,2017
47719,wagon,car,hyundai,i30,front,automatic,turbo,diesel,ice,no,Passenger Cars,2016.0,4585.0,1465.0,1795.0,81.0,7.0,1415.0,108.0,4.2,2017-06-01,Germany,2017
47720,hatchback,car,opel,corsa,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1481.0,1746.0,74.0,6.0,1237.0,119.0,5.1,2017-06-01,Germany,2017
47721,wagon,car,opel,astra,front,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4702.0,1499.0,1809.0,147.0,6.0,1443.0,139.0,6.0,2017-06-01,Germany,2017
47722,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,92.0,7.0,1270.0,116.0,5.0,2017-06-01,Germany,2017
47723,sedan,car,chery,arrizo 7,front,automatic,turbo,gas,ice,no,Passenger Cars,2013.0,4652.0,1483.0,1825.0,112.0,8.0,1843.4271666666668,169.749494949495,8.36111111111111,2017-06-01,China,2017
47724,suv,suv,leopaard,liebao cs9,front,manual,non turbo,gas,ice,no,Passenger Cars,2017.0,4315.0,1650.0,1840.0,83.0,5.0,1262.7043430779945,305.29047619047617,17.358555555555554,2017-06-01,China,2017
47725,suv,suv,opel,mokka,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4275.0,1658.0,1781.0,100.0,6.0,1462.0,128.0,4.9,2017-06-01,Germany,2017
47726,mpv,mpv,opel,zafira,front,automatic,turbo,diesel,ice,no,Passenger Cars,2011.0,4666.0,1660.0,1884.0,125.0,6.0,1830.0,161.0,6.1,2017-06-01,Germany,2017
47727,suv,suv,bmw,x3,awd,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2010.0,4657.0,1661.0,1881.0,230.0,8.0,1860.0,157.0,6.0,2017-06-01,Germany,2017
47728,van,van,peugeot,expert,front,manual,turbo,diesel,ice,no,Passenger Cars,2015.0,5308.0,1890.0,1920.0,110.0,6.0,1748.0,143.0,5.5,2017-06-01,Germany,2017
47729,van,van,volkswagen,caddy,front,automatic,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,110.0,6.0,1498.0,132.0,5.0,2017-06-01,Germany,2017
47730,suv,suv,land rover,range rover velar,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2017.0,4803.0,1665.0,1950.0,221.0,8.0,1959.0,167.0,6.4,2017-06-01,Germany,2017
47731,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,7004.0,2305.0,2098.0,75.0,6.0,2122.0,183.4179246923151,7.177331255972772,2017-06-01,Germany,2017
47732,wagon,car,audi,a4,awd,manual,turbo,gas,ice,no,Light Commercial Vehicles,2015.0,4725.0,1434.0,1842.0,185.0,6.0,1605.0,149.0,6.6,2017-06-01,Germany,2017
47733,suv,suv,opel,mokka,awd,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4275.0,1658.0,1781.0,112.0,6.0,1481.0,148.0,6.4,2017-06-01,Germany,2017
47734,hatchback,car,volkswagen,golf,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,85.0,7.0,1321.0,102.0,3.9,2017-06-01,Germany,2017
47735,sedan,car,buick,regal,front,automatic,non turbo,gas,hybrid-full,no,Passenger Cars,2008.0,4902.0,1456.0,1863.0,94.0,6.0,1824.176140740741,207.54861111111111,10.199479166666668,2017-06-01,China,2017
47736,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,6204.0,2312.0,2098.0,75.0,6.0,2049.0,183.1845913589817,7.123109033750553,2017-06-01,Germany,2017
47737,van,van,volkswagen,crafter,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,6204.0,2330.0,2098.0,130.0,8.0,2122.0,183.4956550972528,7.507897520380061,2017-06-01,Germany,2017
47738,van,van,volkswagen,transporter,front,manual,turbo,diesel,ice,no,Passenger Cars,2015.0,5500.0,1949.0,1994.0,75.0,5.0,1757.0,170.0,6.5,2017-06-01,Germany,2017
47739,wagon,car,opel,astra,front,manual,turbo,gas,ice,no,Passenger Cars,2015.0,4702.0,1499.0,1809.0,77.0,5.0,1288.0,103.0,4.5,2017-06-01,Germany,2017
47740,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,110.0,7.0,1317.0,145.0,6.2,2017-06-01,Germany,2017
47741,wagon,car,opel,astra,front,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4702.0,1499.0,1809.0,77.0,5.0,1288.0,103.0,4.5,2017-06-01,Germany,2017
47742,hatchback,car,volkswagen,golf,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,110.0,7.0,1317.0,141.0,6.2,2017-06-01,Germany,2017
47743,mpv,mpv,ossan,a800,front,manual,turbo,gas,ice,no,Passenger Cars,2017.0,4810.0,1750.0,1795.0,115.0,5.0,1474.4071994032113,129.9508082064425,5.7876450407131825,2017-06-01,China,2017
47744,mpv,mpv,ossan,a800,front,manual,turbo,gas,ice,no,Passenger Cars,2017.0,4810.0,1730.0,1795.0,115.0,5.0,1474.4071994032113,129.9508082064425,5.7876450407131825,2017-06-01,China,2017
47745,suv,suv,land rover,range rover velar,awd,automatic,turbo,gas,ice,no,Passenger Cars,2017.0,4803.0,1665.0,1950.0,280.0,8.0,1884.0,214.0,9.4,2017-06-01,Germany,2017
47746,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,7004.0,2305.0,2098.0,130.0,6.0,2131.0,183.57625802564837,7.226295640779837,2017-06-01,Germany,2017
47747,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5986.0,2355.0,2040.0,130.0,6.0,2040.0,183.39356571795608,7.1284036950063125,2017-06-01,Germany,2017
47748,suv,suv,opel,mokka,front,manual,turbo,lpg,ice,no,Light Commercial Vehicles,2012.0,4275.0,1658.0,1781.0,103.0,6.0,1450.0,142.0,6.1,2017-06-01,Germany,2017
47749,wagon,car,volkswagen,golf,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4567.0,1481.0,1799.0,110.0,7.0,1554.0,130.0,5.0,2017-06-01,Germany,2017
47750,hatchback,car,volkswagen,golf,front,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,85.0,7.0,1321.0,102.0,3.9,2017-06-01,Germany,2017
47751,suv,suv,opel,mokka,front,manual,turbo,diesel,ice,no,Passenger Cars,2012.0,4275.0,1658.0,1781.0,100.0,6.0,1449.0,106.0,4.1,2017-06-01,Germany,2017
47752,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5986.0,2355.0,2040.0,75.0,6.0,2086.0,182.18642286081317,7.122773535915053,2017-06-01,Germany,2017
47753,mpv,mpv,chana,linmax (lingxuan),front,manual,turbo,gas,ice,no,Passenger Cars,2017.0,4730.0,1730.0,1795.0,115.0,6.0,1654.1859302514342,245.9977777777777,12.05722222222222,2017-06-01,China,2017
47754,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Passenger Cars,2014.0,7128.0,2660.0,2010.0,132.0,8.0,2580.0,204.9376984126984,8.307451610422055,2017-06-01,Germany,2017
47755,suv,suv,opel,mokka,front,manual,non turbo,gas,ice,no,Light Commercial Vehicles,2012.0,4275.0,1658.0,1781.0,85.0,5.0,1355.0,153.0,6.6,2017-06-01,Germany,2017
47756,mpv,mpv,chana,linmax (lingxuan),front,manual,turbo,gas,ice,no,Passenger Cars,2017.0,4730.0,1755.0,1795.0,115.0,6.0,1651.242985806989,245.9977777777777,12.05722222222222,2017-06-01,China,2017
47757,mpv,mpv,dongfeng,lingzhi,rear,manual,non turbo,gas,ice,no,Passenger Cars,2012.0,5115.0,1960.0,1720.0,90.0,5.0,1808.5345731540444,326.03333333333336,17.138055555555557,2017-06-01,China,2017
47758,van,van,volkswagen,crafter,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5986.0,2590.0,2040.0,130.0,8.0,2097.0,183.66232176391944,7.5308350308228365,2017-06-01,Germany,2017
47759,wagon,car,volkswagen,golf,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4578.0,1515.0,1799.0,110.0,7.0,1572.0,134.0,5.1,2017-06-01,Germany,2017
47760,suv,pup,ssangyong,actyon,rear,manual,non turbo,gas,ice,no,Passenger Cars,2005.0,4455.0,1740.0,1880.0,110.0,5.0,1792.4355022742955,240.22490028490031,10.818333333333333,2017-06-01,China,2017
47761,sedan,car,hyundai,elantra lingdo,front,manual,non turbo,gas,ice,no,Passenger Cars,2015.0,4610.0,1450.0,1800.0,94.0,6.0,1407.3994544999964,162.7890458871828,6.741544547994303,2017-06-01,China,2017
47762,wagon,car,bmw,5-series,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2016.0,4943.0,1498.0,1868.0,140.0,8.0,1810.0,129.0,4.9,2017-06-01,Germany,2017
47763,hatchback,car,seat,toledo,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4482.0,1461.0,1706.0,81.0,6.0,1156.0,106.0,4.6,2017-06-01,Germany,2017
47764,suv,suv,opel,mokka,front,manual,turbo,gas,ice,no,Light Commercial Vehicles,2012.0,4275.0,1658.0,1781.0,103.0,6.0,1394.0,138.0,5.9,2017-06-01,Germany,2017
47765,suv,suv,jaguar,f-pace,awd,automatic,turbo,gas,ice,no,Passenger Cars,2015.0,4731.0,1667.0,1936.0,221.0,8.0,1770.0,174.0,7.7,2017-06-01,USA,2017
47766,van,van,volkswagen,crafter,front,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,5986.0,2355.0,2040.0,130.0,8.0,2072.0,183.87898843058608,7.528930268918072,2017-06-01,Germany,2017
47767,hatchback,car,volkswagen,gran lavida,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4454.0,1460.0,1765.0,81.0,7.0,1239.587223325755,109.48446679663056,4.774325641820528,2017-06-01,China,2017
47768,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5963.0,2940.0,2010.0,150.0,8.0,2494.0,192.64251643244012,8.108990071960514,2017-06-01,Germany,2017
47769,hatchback,car,volkswagen,golf,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,110.0,7.0,1498.0,127.0,4.8,2017-06-01,Germany,2017
47770,van,van,nissan,cabstar/nt400,rear,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2006.0,5188.0,2135.0,2250.0,107.0,6.0,2062.0,209.08847224377388,8.967388095238094,2017-06-01,Germany,2017
47771,mpv,mpv,opel,zafira,front,manual,turbo,diesel,ice,no,Passenger Cars,2011.0,4666.0,1660.0,1884.0,125.0,6.0,1748.0,137.0,5.2,2017-06-01,Germany,2017
47772,mpv,mpv,opel,zafira,front,automatic,turbo,diesel,ice,no,Passenger Cars,2011.0,4666.0,1660.0,1884.0,125.0,6.0,1803.0,161.0,6.1,2017-06-01,Germany,2017
47773,suv,suv,volvo,xc60,awd,automatic,turbo,gas,hybrid-full,yes,Passenger Cars,2017.0,4688.0,1658.0,1902.0,235.0,8.0,2174.0,52.0,2.1,2017-06-01,Germany,2017
47774,van,van,volkswagen,crafter,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2016.0,6204.0,2312.0,2098.0,130.0,6.0,2058.0,182.8179246923151,7.213025799509996,2017-06-01,Germany,2017
47775,van,van,volkswagen,caddy,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2003.0,4408.0,1851.0,1793.0,110.0,6.0,1590.0,147.0,5.6,2017-06-01,Germany,2017
47776,suv,suv,opel,mokka,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4275.0,1658.0,1781.0,103.0,6.0,1394.0,138.0,5.9,2017-06-01,Germany,2017
47777,wagon,car,volkswagen,golf,front,manual,turbo,diesel,ice,no,Passenger Cars,2012.0,4567.0,1481.0,1799.0,85.0,6.0,1376.0,106.0,4.1,2017-06-01,Germany,2017
47778,hatchback,car,audi,a3 sportback,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4313.0,1426.0,1785.0,110.0,7.0,1315.0,110.0,4.8,2017-06-01,Germany,2017
47779,suv,suv,landwind,x2,front,automatic,non turbo,gas,ice,no,Passenger Cars,2017.0,4160.0,1670.0,1810.0,92.0,4.0,1870.675178571428,283.4444444444445,16.85666666666667,2017-06-01,China,2017
47780,wagon,car,ford,focus,front,manual,turbo,gas,ice,no,Light Commercial Vehicles,2010.0,4560.0,1492.0,1823.0,134.0,6.0,1347.0,128.0,5.6,2017-06-01,Germany,2017
47781,van,van,opel,vivaro,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,4999.0,1971.0,1956.0,70.0,6.0,1805.0,165.0,6.2,2017-06-01,Germany,2017
47782,wagon,car,skoda,fabia,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4257.0,1452.0,1732.0,81.0,6.0,1154.0,101.0,4.3,2017-06-01,Germany,2017
47783,wagon,car,opel,astra,front,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2015.0,4702.0,1499.0,1809.0,81.0,6.0,1350.0,99.0,3.8,2017-06-01,Germany,2017
47784,hatchback,car,volkswagen,golf,front,manual,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1799.0,85.0,5.0,1301.0,106.0,4.1,2017-06-01,Germany,2017
47785,hatchback,car,volkswagen,golf,front,manual,turbo,diesel,ice,no,Passenger Cars,2012.0,4258.0,1492.0,1790.0,85.0,5.0,1301.0,106.0,4.1,2017-06-01,Germany,2017
47786,mpv,mpv,opel,zafira,front,manual,turbo,diesel,ice,no,Passenger Cars,2011.0,4666.0,1660.0,1884.0,125.0,6.0,1775.0,137.0,5.2,2017-06-01,Germany,2017
47787,suv,suv,volkswagen,tiguan,front,manual,turbo,gas,ice,no,Passenger Cars,2015.0,4701.0,1658.0,1839.0,110.0,6.0,1570.0,137.0,6.1,2017-06-01,Germany,2017
47788,van,van,volkswagen,caddy,front,automatic,turbo,gas,ice,no,Passenger Cars,2003.0,4408.0,1822.0,1793.0,92.0,7.0,1572.0,133.0,5.8,2017-06-01,Germany,2017
47789,van,van,iveco,daily,rear,automatic,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,7343.0,2280.0,2130.0,150.0,8.0,2675.0,196.37976737821563,8.107878960849401,2017-06-01,Germany,2017
47790,hatchback,car,skoda,octavia,awd,automatic,turbo,diesel,ice,no,Passenger Cars,2013.0,4670.0,1461.0,1814.0,110.0,7.0,1468.0,129.0,4.9,2017-06-01,Germany,2017
47791,hatchback,car,skoda,rapid spaceback,front,manual,turbo,gas,ice,no,Passenger Cars,2012.0,4304.0,1459.0,1706.0,81.0,6.0,1185.0,104.0,4.5,2017-06-01,Germany,2017
47792,wagon,car,alpina,3-series,awd,automatic,turbo,gas,ice,no,Passenger Cars,2011.0,4632.0,1431.0,1811.0,324.0,8.0,1845.0,192.0,8.4,2017-06-01,Germany,2017
47793,hatchback,car,skoda,rapid spaceback,front,automatic,turbo,gas,ice,no,Passenger Cars,2012.0,4304.0,1459.0,1706.0,70.0,7.0,1199.0,105.0,4.5,2017-06-01,Germany,2017
47794,van,van,iveco,daily,rear,manual,turbo,diesel,ice,no,Light Commercial Vehicles,2014.0,5510.0,2240.0,2130.0,115.0,6.0,1997.0,192.5457830821479,7.721909908153608,2017-06-01,Germany,2017
47795,wagon,car,skoda,fabia,front,manual,turbo,gas,ice,no,Passenger Cars,2014.0,4257.0,1452.0,1732.0,70.0,5.0,1134.0,99.0,4.3,2017-06-01,Germany,2017
47796,hatchback,car,opel,corsa,front,manual,non turbo,gas,ice,no,Passenger Cars,2014.0,4021.0,1479.0,1736.0,66.0,5.0,1141.0,118.0,5.1,2017-06-01,Germany,2017
